Timestamp,Source_IP,URL,POST_Body,Status_Code,attack_type,evidence,detection_method
1764330243.800338,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/sqli/?id=login%3dadmin%27+--&Submit=Submit,,500,SQL Injection,Matched regex pattern: '--|/\*|#...',Regex
1764330243.960427,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/upload/,,200,Benign,No threat detected,None
1764330244.117015,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330244.617965,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/sqli/?id=id%3d1%27+OR+%271%27%3d%271&Submit=Submit,,200,SQL Injection,"Matched regex pattern: '['\""]\s*(or|and)\s*['\""]...'",Regex
1764330245.140883,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/fi/?page=http%3a%2f%2f169.254.169.254%2flatest%2fmeta-data%2f,,200,SSRF,Matched regex pattern: '=\s*http://169\.254\.169\...',Regex
1764330245.653907,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/exec/?ip=127.0.0.1%3b+cat+%2fetc%2fpasswd&Submit=Submit,,200,Command Injection,Matched regex pattern: '(?:;|\||\|\||&&|\n|\$\()\...',Regex
1764330246.166689,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330246.655618,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/brute/?username=root&password=password&Login=Login,,200,Benign,No threat detected,None
1764330247.145427,127.0.0.1,http://127.0.0.1/dvwa/logo.png,,404,Benign,No threat detected,None
1764330247.568711,127.0.0.1,http://127.0.0.1/dvwa/login.php,username=admin&password=password&Login=Login,302,Benign,No threat detected,None
1764330247.967392,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/?name=%3cscript%3ealert%28%27XSS%27%29%3c%2fscript%3e,,200,Cross-Site Scripting (XSS),Matched regex pattern: '<script.*?>...',Regex
1764330248.186003,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/sqli/?role=user&role=admin&Submit=Submit,,200,HPP (HTTP Parameter Pollution),Duplicate parameter key with different values: 'role',Regex
1764330248.396756,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/?name=%3cscript%3ealert%28%27XSS%27%29%3c%2fscript%3e,,200,Cross-Site Scripting (XSS),Matched regex pattern: '<script.*?>...',Regex
1764330248.588621,127.0.0.1,http://faceboook.com/dvwa/index.php,,302,Benign,No threat detected,None
1764330248.78211,127.0.0.1,http://127.0.0.1/dvwa/logo.png,,404,Benign,No threat detected,None
1764330248.981078,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/fi/?page=..%2f..%2f..%2f..%2fetc%2fpasswd,,200,Directory Traversal / LFI,Matched regex pattern: '\.\./...',Regex
1764330249.345457,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/exec/?ip=127.0.0.1%3b+cat+%2fetc%2fpasswd&Submit=Submit,,200,Command Injection,Matched regex pattern: '(?:;|\||\|\||&&|\n|\$\()\...',Regex
1764330249.695986,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/brute/?username=support&password=password&Login=Login,,200,Benign,No threat detected,None
1764330250.070318,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330250.606454,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/xss_r/?name=javascript%3aalert%281%29,,200,Cross-Site Scripting (XSS),Matched regex pattern: 'javascript:...',Regex
1764330251.149969,127.0.0.1,http://127.0.0.1/dvwa/login.php,username=admin&password=password&Login=Login,302,Benign,No threat detected,None
1764330251.360937,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/fi/?page=http%3a%2f%2flocalhost%3a22,,200,SSRF,Matched regex pattern: '=\s*http://localhost...',Regex
1764330251.571376,127.0.0.1,http://127.0.0.1/dvwa/login.php,username=admin&password=password&Login=Login,302,Benign,No threat detected,None
1764330251.779392,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330251.991986,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/sqli/?id=id%3d1+UNION+SELECT+null%2c+user%28%29%2c+version%28%29&Submit=Submit,,200,SQL Injection,Matched regex pattern: 'union\s+(all\s+)?select...',Regex
1764330252.289898,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/fi/?page=....%2f%2f....%2f%2fboot.ini,,200,Directory Traversal / LFI,Matched regex pattern: '\.\./...',Regex
1764330252.557815,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/fi/,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY test SYSTEM ""file:///etc/passwd"">]><root>&test;</root>",302,Directory Traversal / LFI,Matched regex pattern: '/etc/(passwd|shadow|issue...',Regex
1764330252.824048,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330253.100755,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/upload/,,200,Benign,No threat detected,None
1764330253.247026,127.0.0.1,http://127.0.0.1/dvwa/login.php,username=admin&password=password&Login=Login,302,Benign,No threat detected,None
1764330253.416943,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/upload/,,200,Benign,No threat detected,None
1764330253.567141,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/fi/?page=http%3a%2f%2flocalhost%3a22,,200,SSRF,Matched regex pattern: '=\s*http://localhost...',Regex
1764330253.741218,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330253.889265,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330254.038126,127.0.0.1,http://127.0.0.1/dvwa/logo.png,,404,Benign,No threat detected,None
1764330254.413033,127.0.0.1,http://127.0.0.1/dvwa/vulnerabilities/fi/,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY test SYSTEM ""file:///etc/passwd"">]><root>&test;</root>",302,Directory Traversal / LFI,Matched regex pattern: '/etc/(passwd|shadow|issue...',Regex
1764330254.780368,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
1764330255.143613,127.0.0.1,http://127.0.0.1/dvwa/index.php,,200,Benign,No threat detected,None
